Quadro,Min_Val,Max_Val
frame0001.png,0.00014685372298117727,0.25994595885276794
frame0002.png,0.0005491473129950464,0.26013708114624023
frame0003.png,0.0007349597290158272,0.26013508439064026
frame0004.png,0.000728062295820564,0.260159432888031
frame0005.png,0.0008944435394369066,0.2602793872356415
frame0006.png,0.0011684197233989835,0.26027318835258484
frame0007.png,0.0012027282500639558,0.2605013847351074
frame0008.png,0.0010946501279249787,0.26066628098487854
frame0009.png,0.0011248524533584714,0.2605096697807312
frame0010.png,0.0012706117704510689,0.26048585772514343
frame0011.png,0.001356372726149857,0.26055774092674255
frame0012.png,0.0012304309057071805,0.2606413662433624
frame0013.png,0.0012264217948541045,0.26040035486221313
frame0014.png,0.0012906907359138131,0.2603905200958252
frame0015.png,0.0010983061511069536,0.260407418012619
frame0016.png,0.0012832868378609419,0.2604700028896332
frame0017.png,0.0013701253337785602,0.2602924108505249
frame0018.png,0.0015102464240044355,0.2602694630622864
frame0019.png,0.001417475868947804,0.2601742148399353
frame0020.png,0.0014076527440920472,0.26015353202819824
frame0021.png,0.0017577072139829397,0.2598741352558136
frame0022.png,0.0019188119331374764,0.2598222494125366
frame0023.png,0.0020390653517097235,0.2602466940879822
frame0024.png,0.0025164007674902678,0.2606436610221863
frame0025.png,0.0031426558271050453,0.26127535104751587
frame0026.png,0.0037649115547537804,0.2622298300266266
frame0027.png,0.004475509747862816,0.26339468359947205
frame0028.png,0.005446048453450203,0.2644631266593933
frame0029.png,0.006249959114938974,0.26567888259887695
frame0030.png,0.007056307513266802,0.26684120297431946
frame0031.png,0.007976471446454525,0.2680521607398987
frame0032.png,0.008909307420253754,0.2694450914859772
frame0033.png,0.00973581988364458,0.2706087827682495
frame0034.png,0.010653097182512283,0.2718171179294586
frame0035.png,0.011564158834517002,0.2730397880077362
frame0036.png,0.012456823140382767,0.2743111550807953
frame0037.png,0.013168206438422203,0.2755940854549408
frame0038.png,0.013973725959658623,0.2767206132411957
frame0039.png,0.014750426635146141,0.2777022123336792
frame0040.png,0.015665676444768906,0.27857059240341187
frame0041.png,0.01640368066728115,0.2793652415275574
frame0042.png,0.017352044582366943,0.2801927924156189
frame0043.png,0.018128076568245888,0.28088441491127014
frame0044.png,0.0191580131649971,0.2814921438694
frame0045.png,0.01990826614201069,0.28191080689430237
frame0046.png,0.020826086401939392,0.2823086082935333
frame0047.png,0.02159123308956623,0.28287988901138306
frame0048.png,0.02236512117087841,0.283151239156723
frame0049.png,0.022998912259936333,0.28323397040367126
frame0050.png,0.023785974830389023,0.28311577439308167
frame0051.png,0.024375373497605324,0.2832910716533661
frame0052.png,0.024972613900899887,0.28315553069114685
frame0053.png,0.025424757972359657,0.2833038568496704
frame0054.png,0.025835316628217697,0.28329139947891235
frame0055.png,0.026263896375894547,0.2834360599517822
frame0056.png,0.026628857478499413,0.2831890285015106
frame0057.png,0.027017764747142792,0.2832017242908478
frame0058.png,0.02751106023788452,0.2829640209674835
frame0059.png,0.027714524418115616,0.2830369174480438
frame0060.png,0.02844526618719101,0.2828930914402008
frame0061.png,0.028908681124448776,0.28303638100624084
frame0062.png,0.029457660391926765,0.2827497124671936
frame0063.png,0.029991382732987404,0.28279298543930054
frame0064.png,0.030462998896837234,0.28256648778915405
frame0065.png,0.030877405777573586,0.2825499176979065
frame0066.png,0.03148646652698517,0.282138854265213
frame0067.png,0.031915534287691116,0.2821318209171295
frame0068.png,0.03221452236175537,0.2815779447555542
frame0069.png,0.03259357064962387,0.28160130977630615
frame0070.png,0.03309144824743271,0.28144899010658264
frame0071.png,0.033239297568798065,0.28157392144203186
