Quadro,Min_Val,Max_Val
frame0001.png,-0.3701895773410797,0.9999061822891235
frame0002.png,-0.3471245765686035,0.998147189617157
frame0003.png,-0.35292255878448486,0.9973078370094299
frame0004.png,-0.35121235251426697,0.9974136352539062
frame0005.png,-0.35067611932754517,0.9966399073600769
frame0006.png,-0.35015398263931274,0.9955419898033142
frame0007.png,-0.3481602370738983,0.9954366683959961
frame0008.png,-0.34571850299835205,0.995876133441925
frame0009.png,-0.34618812799453735,0.9957937598228455
frame0010.png,-0.3470585346221924,0.9952099323272705
frame0011.png,-0.3452511429786682,0.9947473406791687
frame0012.png,-0.34423360228538513,0.9953277111053467
frame0013.png,-0.3472059369087219,0.9952794909477234
frame0014.png,-0.34025660157203674,0.9950611591339111
frame0015.png,-0.33786696195602417,0.9958668351173401
frame0016.png,-0.33425912261009216,0.9950395822525024
frame0017.png,-0.33464598655700684,0.9946816563606262
frame0018.png,-0.32903873920440674,0.9939901232719421
frame0019.png,-0.33052095770835876,0.9944390058517456
frame0020.png,-0.33269017934799194,0.9944299459457397
frame0021.png,-0.33429932594299316,0.9928357601165771
frame0022.png,-0.3369971215724945,0.9921420812606812
frame0023.png,-0.3375532329082489,0.9915274381637573
frame0024.png,-0.3385852575302124,0.9893189668655396
frame0025.png,-0.3402223587036133,0.9864704012870789
frame0026.png,-0.34149056673049927,0.9836700558662415
frame0027.png,-0.3411926329135895,0.9803667068481445
frame0028.png,-0.33930081129074097,0.9759663343429565
frame0029.png,-0.3400089144706726,0.9722537994384766
frame0030.png,-0.34052908420562744,0.9686543941497803
frame0031.png,-0.34219595789909363,0.9644980430603027
frame0032.png,-0.34297409653663635,0.9602921009063721
frame0033.png,-0.34523993730545044,0.9566149711608887
frame0034.png,-0.34538954496383667,0.9524364471435547
frame0035.png,-0.3473106622695923,0.9483490586280823
frame0036.png,-0.3475307524204254,0.9442319273948669
frame0037.png,-0.34828126430511475,0.9410915970802307
frame0038.png,-0.3488290011882782,0.9374268651008606
frame0039.png,-0.3493247926235199,0.9338600635528564
frame0040.png,-0.35005030035972595,0.9296897053718567
frame0041.png,-0.3506295382976532,0.9263100624084473
frame0042.png,-0.35002046823501587,0.9219661355018616
frame0043.png,-0.350529283285141,0.9185096621513367
frame0044.png,-0.3497105836868286,0.9138072729110718
frame0045.png,-0.34946370124816895,0.9102827906608582
frame0046.png,-0.34972715377807617,0.9061043858528137
frame0047.png,-0.350942462682724,0.9027793407440186
frame0048.png,-0.351311057806015,0.8993520140647888
frame0049.png,-0.3522352874279022,0.8963552117347717
frame0050.png,-0.35362809896469116,0.8927492499351501
frame0051.png,-0.35503581166267395,0.8900970816612244
frame0052.png,-0.35724472999572754,0.8874980807304382
frame0053.png,-0.36042773723602295,0.8852682113647461
frame0054.png,-0.36270013451576233,0.8835192322731018
frame0055.png,-0.36358553171157837,0.8815500140190125
frame0056.png,-0.3664102554321289,0.8799483776092529
frame0057.png,-0.368080198764801,0.8782690167427063
frame0058.png,-0.370887815952301,0.875832736492157
frame0059.png,-0.37397444248199463,0.8748950958251953
frame0060.png,-0.37615156173706055,0.871785044670105
frame0061.png,-0.37821608781814575,0.8697428703308105
frame0062.png,-0.38008472323417664,0.8672347664833069
frame0063.png,-0.38212525844573975,0.8648621439933777
frame0064.png,-0.383337140083313,0.862810492515564
frame0065.png,-0.38407331705093384,0.8608208894729614
frame0066.png,-0.38436010479927063,0.8581380844116211
frame0067.png,-0.38543689250946045,0.8561884760856628
